1390.0,48,793,1,0.00834391457964821,-0.6129386252220055,0,1,0,0,0,1,0,0,0,0,1
5400.0,48,569,10,0.40563029181811877,0.6268907683024629,0,1,1,0,0,0,0,0,1,0,0
5100.0,36,92,0,-0.8662020239574686,0.7508737076549098,0,1,0,0,0,1,0,0,0,0,1
17950.0,3,1072,10,0.4860370742847961,0.7508737076549098,1,0,1,0,0,0,0,0,1,0,0
5200.0,35,1041,6,-0.013703462022127844,0.1309590108926756,0,1,0,0,0,1,0,0,0,0,1
6200.0,9,317,7,-0.48404749619335036,0.2549419502451224,0,1,0,0,0,1,0,0,0,0,1
700.0,33,561,6,1.404677766025465,-1.1088703826317927,0,1,0,0,0,1,0,0,0,0,1
1850.0,35,759,3,-0.3591123621166194,-0.6129386252220055,0,1,1,0,0,0,0,0,1,0,0
3100.0,34,245,4,-0.7265686388128869,-0.36497274651711176,0,1,1,0,0,0,0,0,1,0,0
13333.0,30,85,0,-0.8368055218217673,1.6187542831220376,1,0,1,0,0,0,0,0,1,0,0
1100.0,13,772,7,-0.3591123621166194,-0.4889556858695586,0,1,0,0,0,1,0,0,0,0,1
250.0,2,193,7,0.00834391457964821,-2.3486997761562614,0,1,0,0,0,1,0,0,0,0,1
5100.0,15,646,7,-1.4026881879340194,1.370788404417144,0,1,0,0,1,0,0,0,0,0,1
13950.0,48,778,4,-0.39585798978624614,1.4947713437695909,0,1,1,0,0,0,0,0,1,0,0
1450.0,48,618,1,1.5166784391624875,-1.6048021400415802,0,1,0,0,0,1,0,0,0,0,1
576.21,33,654,10,0.6428012710489578,-1.4808192006891334,0,1,1,0,0,0,0,0,1,0,0
12490.0,35,253,8,-1.0597853396465964,1.2468054650646971,1,0,1,0,0,0,0,0,1,0,0
11900.0,18,1106,0,-1.1079882540236128,1.370788404417144,1,0,0,0,0,1,0,0,0,0,1
2000.0,34,1039,7,-0.5060948727951264,-0.6129386252220055,0,1,1,0,0,0,0,0,1,0,0
4500.0,39,1042,4,0.15532642525815524,-0.1170068678122181,0,1,1,0,0,0,0,0,1,0,0
569.1,13,990,7,-0.7633142664825138,-1.3568362613366864,0,1,0,0,0,1,0,0,0,0,1
15000.0,47,366,0,-1.0885865626140498,1.370788404417144,0,1,0,0,0,1,0,0,0,0,1
1600.0,2,193,7,0.5227827019544228,-1.728785079394027,0,1,0,0,0,1,0,0,0,0,1
750.0,36,173,4,-0.3591123621166194,-0.984887443279346,0,1,1,0,0,0,0,0,1,0,0
550.0,39,28,7,5.520188065023662,-0.984887443279346,0,1,0,0,0,1,0,0,0,0,1
3450.0,14,562,8,0.7065108403025566,-0.4889556858695586,0,1,0,0,0,1,0,0,0,0,1
1900.0,12,953,0,-0.19580009450173022,-0.1170068678122181,1,0,0,0,0,1,0,0,0,0,1
6900.0,31,697,1,-0.3591123621166194,0.37892488959756926,1,0,0,0,0,1,0,0,0,0,1
23475.29,23,946,0,-1.4394338156036461,1.7427372224744844,1,0,0,0,0,1,0,0,0,0,1
4500.0,48,778,8,0.3611019402080651,-0.1170068678122181,1,0,0,0,0,1,0,0,0,0,1
8500.0,31,947,10,1.4781690213647185,-0.7369215645744522,0,1,1,0,0,0,0,0,1,0,0
9100.0,39,515,0,-1.0058354091020503,1.4947713437695909,1,0,0,0,0,1,0,0,0,0,1
1200.0,9,1088,8,0.8902389786506905,-0.7369215645744522,0,1,0,0,0,1,0,0,0,0,1
4750.0,23,380,7,-0.5428405004647532,0.6268907683024629,0,1,0,0,0,1,0,0,0,0,1
1500.0,35,759,7,0.7432564679721834,-0.6129386252220055,0,1,0,0,0,1,0,0,0,0,1
5800.0,36,92,10,-0.8074090196860658,0.6268907683024629,0,1,0,0,0,1,0,0,0,0,1
2750.0,12,953,4,1.0096108246982398,0.006976071540228738,1,0,0,0,1,0,0,0,0,0,1
9700.0,48,778,0,-0.7265686388128869,0.8748566470073567,0,1,1,0,0,0,0,0,1,0,0
3400.0,13,952,8,-0.43995274298979825,-0.1170068678122181,0,1,1,0,0,0,0,0,1,0,0
3500.0,36,136,3,-1.01236878170171,-0.36497274651711176,0,1,1,0,0,0,0,0,1,0,0
10990.0,33,765,8,-0.6163317558040067,0.8748566470073567,1,0,0,0,0,1,0,0,0,0,1
6300.0,32,760,3,-0.4326036174558729,0.7508737076549098,0,1,0,0,0,1,0,0,0,0,1
500.0,33,561,0,0.1626755507920806,-1.1088703826317927,0,1,0,0,0,1,0,0,0,0,1
10000.0,34,820,7,-0.873551149491394,0.7508737076549098,0,1,0,0,0,1,0,0,0,0,1
1070.0,14,490,0,-0.6163317558040067,-0.6129386252220055,0,1,0,0,0,1,0,0,0,0,1
4750.0,34,804,8,-0.06514734075960531,0.37892488959756926,0,1,0,0,0,1,0,0,0,0,1
6699.0,30,1020,5,-0.6824738856093349,0.37892488959756926,1,0,0,0,0,1,0,0,0,0,1
7500.0,23,850,2,-0.8662020239574686,1.4947713437695909,0,1,0,0,0,1,0,0,0,0,1
1000.0,35,1041,4,0.6954871520016686,-1.3568362613366864,0,1,0,0,0,1,0,0,0,0,1
9500.0,46,581,0,-0.873551149491394,0.5029078289500161,0,1,0,0,0,1,0,0,0,0,1
2500.0,28,932,0,-0.9911371580341997,0.9988395863598034,0,1,0,0,0,1,0,0,0,0,1
